schoolCode,schoolName,contactNumber
WB015,The Frank Anthony Public School 171  Acharya Jagadish Chandra Bose Road  Kolkata  NA  India,"033-22840488
"
WB016,La Martiniere For Boys 11  Dr. U.n. Brahmachari Street  Kolkata  NA  India,"9674990147
"
WB017,La Martiniere For Girls 14  Rawdon Street  Kolkata  NA  India,"033-22903841
"
WB018,Loreto Day School Dharamtala  169  Lenin SaraniKolkata  NA  India,"033-22127560
"
WB019,Loreto Convent Entally  tangra P. O.  1  Convent LaneKolkata  NA  India,"9163000392
"
WB020,Loreto House 7  Middleton Row  Kolkata  NA  India,"033-22293565
"
WB021,Loreto Day School 9  Elliot Road  Kolkata  NA  India,"033-22294256
"
WB022,Pratt Memorial School 168  Acharya Jagdish Chandra Bose Road  Kolkata  NA  India,"033-22844593
"
WB023,St. James' School 165  Acharya Jagdish Chandra Bose Road  Kolkata  NA  India,"033-22841546
"
WB024,St. Joseph's College 69  Bow Bazar Street  Kolkata  NA  India,"033-22121258
"
WB025,St. Mary's Orphanage And Day School 103  Dum Dum Road  Kolkata  NA  India,"033-25482060
"
WB026,St. Mary's School 91 / 1 B  Muzaffar Ahmed Street  92  Ripon StreetKolkata  NA  India,"033-22296757
"
WB027,St. Paul's Mission School 5  Scott Lane  Kolkata  NA  India,"8232016670
"
WB028,St. Thomas' Boys' School 4  Diamond Harbour Road  KidderporeKolkata  NA  India,"033-24793241
"
WB029,St. Thomas' Girls' School 4  Diamond Harbour Road  KidderporeKolkata  NA  India,"033-24793241
"
WB030,St. Teresa's Secondary School 72  Diamond Harbour Road  KidderporeKolkata  NA  India,"033-24485913
"
WB031,St. Thomas' Day School 9  Mirza Ghalib Street  Kolkata  NA  India,"033-22520249
"
WB032,St. Xavier's Collegiate School 30  Park Street  Kolkata  NA  India,"033-22551171
"
WB033,Welland Gouldsmith School 288  Bepin Behari Ganguly Street  Kolkata  NA  India,"033-22255471
"
WB034,St. Paul's Boarding & Day School 68  Diamond Harbour Road  KidderporeKolkata  NA  India,"7604069520
"
WB036,Julien Day School 35 E  Elgin Road  Kolkata  NA  India,"033-24752055
"
WB037,Armenian College And Philanthropic Academy 56 B  Mirza Ghalib Street  Kolkata  NA  India,"033-40109051
"
WB038,St. Augustine's Day School 43 &47 -b  Ripon StreetKolkata  NA  India,"8336076103
"
WB039,Albany Hall Public School 47  Gorachand Road  Kolkata  NA  India,"033-22846680
"
WB040,Grace Ling Liang English School 21 - B  Hughes Road  Kolkata  NA  India,"03323290219
"
WB041,The Park English School 115  3rd Floor  Park StreetKolkata  NA  India,"033-22295426
"
WB042,St. Joseph & Mary's School 586  Block - N  New AliporeKolkata  NA  India,"033-24000928
"
WB043,Sri Ram Narayan Singh Memorial High School 10  Simla Street  Kolkata  NA  India,"033-22411034
"
WB044,Saifee Golden Jubliee English Public School 9  Park Lane  Kolkata  NA  India,"033-22298684
"
WB045,W. W. A. Cossipore English School 4  Dum Dum Road  59  Seven Tanks EstateKolkata  NA  India,"033-25574373
"
WB046,Dolna Day School P-5  C.i.t. Scheme  Rashbehari ConnectorKolkata  NA  India,"033-24425032
"
WB047,Orient Day School 33 B  James Long Sarani  BehalaKolkata  NA  India,"033-23976810
"
WB048,St. Helen School 21 B  Rani Shankari Lane  Kolkata  NA  India,"033-24241772
"
WB049,Salt Lake School Ca - 221  Salt Lake CityKolkata  NA  India,"033-23371477
"
WB050,Loyola High School 54 / 3  Diamond Harbour Road  Kolkata  NA  India,"033-24493611
"
WB051,Sri Aurobindo Institute Of Education 9 - 12  C L - Block  Sector Ii  Salt Lake CityKolkata  NA  India,"033-23209319
"
WB052,The Future Foundation School Lakshmi House  3  Regent ParkKolkata  NA  India,"8017399066
"
WB053,Harrow Hall 27 - B  Park Street  Kolkata  NA  India,"033-22522404
"
WB054,Mansur Habibullah Memorial School Hamida Hall  31  Chandi Ghosh Road  TollygungeKolkata  NA  India,"033-24712220
"
WB055,G. D. Birla Centre For Education 118  N.s.c. Bose Road  TollygungeKolkata  NA  India,"033-24116086
"
WB056,Seventh Day Adventist Senior Secondary School 36  Park Street  Kolkata  NA  India,"033-22902008
"
WB057,Rajasthan Vidya Mandir 36  Baranashi Ghosh Street  Kolkata  NA  India,"033-22729480
"
WB059,Hirendra Leela Patranavis School 25 / 20  Prince Golam Md. Shah Road  Golf GardenKolkata  NA  India,"033-24131158
"
WB060,St. Joseph's Convent Strand Road  P.o. Chandan NagarChandannagar  Hooghly  India,"033-26855030
"
WB061,St. Joseph's Convent High School D - 26  Ashok Avenue  P.o. ChittaranjanChittaranjan  Purba Bardhaman  India,"9475317383
"
WB062,St. Xavier's School Bidhannagar  Po: Abl Township - 713 206Durgapur  Purba Bardhaman  India,"7139404208
"
WB063,Carmel Convent High School M.a.m.c.  Durgapur  Purba Bardhaman  India,"0343-2504368
"
WB064,Assembly Of God Church School Gurudwara Road  BenachityDurgapur  Purba Bardhaman  India,"0343-2582953
"
WB065,St. Peter's School Mirabai Road  Durgapur  Purba Bardhaman  India,"0343-2564132
"
WB066,St. Michael's School Aldrin Path  Bidhan NagarDurgapur  Purba Bardhaman  India,"0343-2535814
"
WB067,Pranavananda Vidyamandir Chaitanya Avenue  Durgapur  Purba Bardhaman  India,"0343-2563333
"
WB068,Bidhan School Ispat Palli  Bidhan NagarDurgapur  Purba Bardhaman  India,"0343-2537733
"
WB069,Mount Hermon School Darjeeling Darjeeling  India,"09333982819
"
WB070,Loreto Convent School Darjeeling Darjeeling  India,"03542255739
"
WB071,St. Joseph's College (school Department)  North Point P.o.  Darjeeling  India,"03542259153
"
WB072,St. Paul's School P.o. Jalapahar Darjeeling  India,"09434730930
"
WB073,Vidya Vikash Academy Hermitage  Darjeeling  India,"0354-2253198
"
WB074,West Point School 18  Gandhi Road Darjeeling  India,"0354-2272004
"
WB075,Bhadra Sheela Memorial Institutions P.o. Lebong Darjeeling  India,"0354-2276268
"
WB076,Julien Day School Jessore Road  P.o. GanganagarGanganagar  North 24 Parganas  India,"033-65010851
"
WB077,Don Bosco School 136 Girish Ghosh Road  P.o. LiluahP.s. - Belur  Howrah Liluah  Howrah  India,"033-26553553
"
WB078,St. Agnes' Convent School 1  King'S Road Howrah  India,"033-26664224
"
WB079,St. Thomas' Church School 3  Church Road Howrah  India,"033-26412138
"
WB080,St. Aloysius Orphanage And Day School 2  Mukhram Kanoria Road  2  MUKHRAM KANORIA ROAD  Howrah  India,"033-26503655
"
WB081,Sunrise ( English Medium ) School 28 / 1  G. T. Road  Belur Math  Howrah  India,"033-26548409
"
WB082,Little Star High School 154  G.T. Road  Bally  Howrah  India,"033-26483090
"
WB083,S. E. Railway Mixed High School ( English Medium ) P. O. Jagacha Howrah  India,"033-26582766
"
WB084,St. Thomas' High School Chapaladebi Road  Dass Nagar  Howrah  India,"033-65401744
"
WB085,Don Bosco School  Bandel P. O. Hooghly  Bandel  Hooghly  India,"033-26312437
"
WB086,Dreamland School T. N. Mukherjee Road  P. O. MakhlaMakhla  Hooghly  India,"033-26634888
"
WB087,Raymond Memorial Higher Secondary School P.o. Falakata  Falakata  Jalpaiguri  India,"03563-260239
"
WB088,St. James' High School P.o. Binnaguri  Binnaguri  Jalpaiguri  India,"03563-259180
"
WB089,Holy Child School P.O. Mohitnagar Jalpaiguri  India,"03561-255290
"
WB090,Dr. Graham's Homes Kalimpong  Kalimpong  Darjeeling  India,"03552-274632
"
WB091,St. Augustine's School P.o. Kalimpong  Kalimpong  Darjeeling  India,"03552-255275
"
WB092,St. Joseph's Convent P.o. Kalimpong  Kalimpong  Darjeeling  India,"03552-260098
"
WB093,Dow Hill School P. O. Dow Hill  Kurseong  Darjeeling  India,"0354-2332253
"
WB094,Victoria Boys' School P. O. Dow Hill  Kurseong  Darjeeling  India,"0354-2332250
"
WB095,Goethals Memorial School P.o. Kurseong  Kurseong  Darjeeling  India,"0354-2331020
"
WB096,St. Helen's Secondary School Hill Cart Road  DumaramKurseong  Darjeeling  India,"0354-2344521
"
WB097,Himali Boarding School Dumaram  P.o. KurseongKurseong  Darjeeling  India,"0354-2332376
"
WB098,Lewis English School Ward No. 3  P.o. MirikKurseong  Darjeeling  India,"03542243014
"
WB099,Glenhill Public School Mountain Home  Dow Hill Road  P.o. Box No. 15117Kurseong  Darjeeling  India,"0354-2332387
"
WB100,S. E. Railway Mixed Higher Secondary School (english  Medium) South Side  Kharagpur  West Medinipur  India,"03222-292700
"
WB101,St. Agnes School 6th Avenue  Kharagpur  West Medinipur  India,"03222-255410
"
WB102,Sacred Heart High School 6th Avenue  Paschim Mednipur  Kharagpur  Purulia  India,"03222-256266
"
WB103,St. Joseph's High School P.o. Matigara  Matigara  Darjeeling  India,"7319148368
"
WB104,Orange Lake School Thana Line  Ward No 3Mirik  Darjeeling  India,"0354-2243016
"
WB105,The St. Xavier's School Gour Road  Krishnakalitala  Malda  India,"03512-252964
"
WB106,Don Bosco School Sevoke Road  Siliguri  Jalpaiguri  India,"0353-2542947
"
WB107,Mahbert High School Hill Cart Road  Dagapur  P.o. Pradhan NagarSiliguri  Darjeeling  India,"0353-2574799
"
WB108,St. Xavier's Institution H.c. Dutta Road  P.o. PanihatiKolkata  NA  India,"033-25830040
"
WB109,St. Augustine's Day School 179  B.c. Roy Road  Shyamnagar  North 24 Parganas  India,"033-25862464
"
WB110,St. Joseph's School P.O. Bhaktinagar  NavagramSiliguri  Jalpaiguri  India,"0353-2662824
"
WB111,Lincolns High School Milan Palli  P.o. Siliguri BazarSiliguri  Darjeeling  India,"0353-2561599
"
WB112,Holy Home 24  27  28 & 28 B  T. C. Goswami StreetSerampore P.O.  Hooghly  India,"033-26623133
"
WB113,Krishnagar Academy Raja Road  Krishnagar  Nadia  India,"03472-252561
"
WB116,Carmel School Guru Nanak Road  Durgapur  Purba Bardhaman  India,"0343-2562333
"
WB117,Sister Nivedita Institute 53 & 54  Sailo Kumar Mukherjee Road  Howrah  India,"033-26661859
"
WB118,Rockvale Academy 9th Mile  Rishi Road  Kalimpong  Darjeeling  India,"03552-255556
"
WB119,Methodist  School Dankuni Coal Complex Township  Dankuni  Hooghly  India,"03326597777
"
WB120,Anglo - Arabic Secondary School 46 / 7  Mahatma Gandhi Road  Kolkata  NA  India,"033-23543189
"
WB121,Vivekananda Mission School Vivek - Ville  (opp. I.i.m.c.)  P.o. JokaKolkata  NA  India,"033-24671010
"
WB122,Assembly Of God Church School 159 / 14  Netaji Subhash Chandra Bose Road  TollygungeKolkata  NA  India,"23811701
"
WB123,The Assembly Of God Church School Haldia Township  Haldia  East Medinipur  India,"03224-264083
"
WB124,Ling Liang High School P - 7  Hide Lane  Kolkata  NA  India,"033-22378011
"
WB125,South End Centre ( E. M. ) School 181  Andul Road Howrah  India,"033-26885156
"
WB126,Maheshwari Girls' School 273  Rabindra Sarani  Kolkata  NA  India,"033-22595143
"
WB127,St. Francis Xavier School Ga - Block  Purbachal Phase I  Cluster IV & V  Sector Iii  Salt Lake CityKolkata  North 24 Parganas  India,"033-23350584
"
WB129,Central Modern School 156  M.n.k. Road (south)  BaranagarKolkata  NA  India,"033-25770101
"
WB130,Maria's Day School 11 / 6  G.t. Road (s) &  2  Gopal Gobinda Bose Lane  Howrah  India,"033-26375265
"
WB131,Assembly Of God Church School Bankola Area  Ukhra P.o.Ukhra  Purba Bardhaman  India,"9382974001
"
WB132,Holy Rock School Nawabhaat : Suri Road  P.o. FagupurSuri Road  Purba Bardhaman  India,"9851708985
"
WB133,Mahadevi Birla Shishu Vihar 4  Ironside Road  Kolkata  NA  India,"033-22808836
"
WB134,St. Paul's K.G. & Day School 16 / 1 A  Ram Kanto Bose Street  Kolkata  NA  India,"033-25556803
"
WB135,Julien Day School A - 10  School Area  Kalyani  Nadia  India,"033-25829621
"
WB136,St. Helen's School 14  Watkins Lane Howrah  India,"033-26664392
"
WB138,St. Stephen's School 11  Rishi Bankim Chandra Road  Dum DumKolkata  NA  India,"033-25296670
"
WB139,Xavier's English School 8 / B / 17  G.t. Road (west)  P.o. KonnagarKonnagar  Hooghly  India,"033-26726171
"
WB140,Tribeni Tissues Vidyapith P.o. Chandrahati  Chandrahati  Hooghly  India,"033-26846146
"
WB141,Jewish Girls' School 63  Park Street  Kolkata  NA  India,"033-22297742
"
WB142,St. Mary's High School Baishguri  New Cooch Behar  Cooch Behar  India,"03582-241171
"
WB143,M.P. Birla Foundation Higher Secondary SchoolJames Long SaraniKolkata  NA  India,"033-24070000
"
WB144,Saptashri Gyanpeeth Taxari Road  Kalimpong  Darjeeling  India,"03552-255976
"
WB145,National Gems Higher Secondary School 4/5  A.k. Paul Road  BehalaKolkata  NA  India,"033-23974311
"
WB146,Young Horizons School No. 220  Barakhola  E.m. Bye Pass  P.o. KalikapurKolkata  NA  India,"6290312419
"
WB147,St. Anthony's School Giddha Pahar  Kurseong  Darjeeling  India,"8372061745
"
WB148,Little Flower School M.V. Road  P.O. Kurseong  Darjeeling  India,"0354-2344450
"
WB149,The Central Modern School 4/1  Ghola Kachary Road  P.o. KaziparaBarasat  North 24 Parganas  India,"033-25523378
"
WB150,Ratnakar North Point School 98 R  Dr. Abani Dutta Road Howrah  India,"033-26668927
"
WB151,The Modern Academy 25  Gariahat Road (South)  Kolkata  NA  India,"033-24135643
"
WB152,Howrah St. John's High School 12  Har Dutt Rai Chamaria Road Howrah  India,"033-26662454
"
WB153,Rose Bud School 268  Block - A  G.t. RoadLiluah  Howrah  India,"033-26549311
"
WB154,Stepping Stone Model School Newtown  P.O. AlipurduarAlipurduar  Jalpaiguri  India,"03564-255496
"
WB155,Daisies School ,"0354-2344428
"
WB156,Budge Budge St. Paul's Day School 199 / 7  Dharamatala Road  Budge BudgePanjal Para  South 24 Parganas  India,"033-32612362
"
WB157,B. D. Memorial English High School P.o. New Market  Jaigaon  Alipurduar  India,"03566-263848
"
WB158,The Assembly of God Church School Sodepur  Sunderchak  Purba Bardhaman  India,"09734115858
"
WB159,Augustine's Public School Aurobindo Road  Ramrajatola  Howrah  India,"033-26271838
"
WB160,The Bhawanipur Gujarati Education Society School Gujarat Centre  5  Lala Lajpat Rai SaraniKolkata  NA  India,"033-40196666
"
WB161,Green Lawns School 1  Acharya Jagdish Chandra Bose Road Darjeeling  India,"0354-2256464
"
WB162,Vidyasagar Shishu Niketan Rangamati  Midnapore  West Medinipur  India,"0975044544
"
WB163,Ruhiyyih School Jorebunglow  P.o. Ghoom  Darjeeling  India,"09002994797
"
WB164,St. Augustine's  Day School 64  Barrack Road  Barrackpore P.o.Kolkata  NA  India,"033-25921040
"
WB165,Belle Vue Boarding School 128  A.K. Mukherjee Road  Kurseong  Darjeeling  India,"0354-2330205
"
WB166,St. Joan's School Gd - 346 - A  Salt Lake CityKolkata  NA  India,"033-23584740
"
WB167,Indira Memorial English Medium High School 6 / 4 B & 12  Sachin Mitra LaneKolkata  NA  India,"3325557604
"
WB168,Splendour High School Salua  Kharagpur  West Medinipur  India,"03222-296521
"
WB169,Agrasain Balika Siksha Sadan 1  Agrasain Street  Liluah  Howrah  India,"033-26549250
"
WB170,Calcutta Public School P.o. Aswini Nagar  BaguiatiKolkata  NA  India,"033-25717391
"
WB171,Salt Lake Point School Cd - 249  Salt Lake CityKolkata  NA  India,"033-23599134
"
WB172,Emmanuel English School P.o. Samsi Malda  India,"03513-265253
"
WB173,Authpur National Model School 46  West Ghoshpara Road  Ferry GhatAuthpur  North 24 Parganas  India,"033-25814044
"
WB174,Pine Hall Academy P.O. Soureni Bazar Darjeeling  India,"7908715156
"
WB175,West Point Academy 177  G.t. Road (mahesh)  P.o. Serampore  Hooghly  India,"033-26524142
"
WB177,Trinity High School Thana Road  P.o BanarhatBanarhat  Jalpaiguri  India,"03563-252115
"
WB178,Pearls Of God 5/4  Debaipukur Road  Hind MotorsDebaipukur  Hooghly  India,"033-26946479
"
WB179,Indira Gandhi Memorial Senior Secondary School Brijdham Housing Complex  V.I.P. Road  SreebhumiKolkata  NA  India,"033-25212901
"
WB180,St. Augustine's School Giddha Pahar  Upper Sirubari  Kurseong  Darjeeling  India,"0354-2338121
"
WB181,Narmada School 170 / 295 A  N.s.c. Bose RoadKolkata  NA  India,"033-24116027
"
WB182,Douglas Memorial Higher Secondary School 52  Barrack Road  BarrackporeKolkata  NA  India,"033-25945208
"
WB183,St. Denis School 80  Girish Ghosh Road  P.O. Belurmath  Howrah  India,"033-26544617
"
WB184,St. Johns' School P.o. Jaigaon  Jalpaiguri  Jalpaiguri  India,"03566-263570
"
WB186,Himalayan English School P.O. Sevoke Road  Anchal RoadSiliguri  Jalpaiguri  India,"0353-2005929
"
WB187,Acme Academy S.t.k.k. Road  P.o. KalnaBurdwan  Purba Bardhaman  India,"8637853448
"
WB188,Nirmala Convent School 3rd Mile  Sevoke Road  P.o. SalugaraSiliguri  Jalpaiguri  India,"0353-2590031
"
WB190,Monalisa English School Madhyamgram  Opp. & Behind Municipality Office  ChowmathaKolkata  NA  India,"033-25384830
"
WB191,Sacred Heart School Panchanand Sarani Road  P.o. New RangiaSiliguri  Darjeeling  India,"07865990100
"
WB192,Meghmala Roy Education Centre 26 - A  R.B. Road  Royd Park  BehalaKolkata  NA  India,"033-23970712
"
WB193,St. Dominic Savio School 59  B.k. Mukherjee Road  Salkia  Howrah  India,"033-26659251
"
WB194,St. Sebastian's School 14  Seal Lane  Kolkata  NA  India,"033-23295688
"
WB195,St. Joseph's School Temple Road  Kharagpur  West Medinipur  India,"03222-2223211
"
WB196,Good Shepherd School Bagdogra P.o. Darjeeling  India,"09434328873
"
WB197,Gyanoday Niketan Shyam Cottage  P.o. Rose Bank  Darjeeling  India,"0354-2256240
"
WB198,St. Jude's High School Plot No. 160  Gate No. 1  Basunagar  MadhyagramKolkata  NA  India,"033-25380698
"
WB199,Bethany School 36  Acharya Bhanu Path  Kurseong  Darjeeling  India,"9679994365
"
WB200,M. C. Kejriwal Vidyapeeth 243  G.t. Road (n)  Liluah  Howrah  India,"033-26543387
"
WB201,Holy Child English Academy Noonbahi Road  P.O. Malda  Malda  India,"03512-279077
"
WB202,Jnaneshwar Memorial Academy Fr. Wery Path  Upper Dumaram BustyP.O. Kurseong  Darjeeling  India,"09609762112
"
WB203,East West Model School Suri Road  P. O. Talit  Talit Station  (via - Khana Jn.)Burdwan  Purba Bardhaman  India,"06294512034
"
WB204,Gospel Home School 21 A / 1  Satya Charan Street  Rishra  Hooghly  India,"033-26726757
"
WB205,Durgapur Harshabardhan Road Aurobindo Vidyamandir D. H. B. Road Aurobindo Vidyamandir  Durgapur  Purba Bardhaman  India,"0343-2570051
"
WB206,St. Xavier School _  Belguma  Purulia  India,"03252-228674
"
WB207,Holy Cross School Khasmallick  P.o. Gobindapur  BaruipurKolkata  NA  India,"033-24379530
"
WB209,Modern English Academy 34  Park Road  Barrackpore  North 24 Parganas  India,"09432356658
"
WB210,Ram Mohan Mission High School P - 1 / C  Prince Anwar Shah Road  Kolkata  NA  India,"033-40644509
"
WB211,St. Paul's Educational Institution Ganges Garden  106  Kiran Chand Singha RoadShibpur  Howrah  India,"033-26403276
"
WB212,Sacred Heart School P.o. Adra  S.e. Railway  Purulia  India,"03251-244386
"
WB213,Christopher Day School Malancha Road  P.o. NimpuraKharagpur  West Medinipur  India,"03222-253757
"
WB214,Calcutta Public School 144 E  Kalikapur  PurbalokKolkata  NA  India,"033-24268180
"
WB215,Hebron English School Naxalbari Road  Bagdora  Darjeeling  India,"0353-2550046
"
WB217,Union Chapel School 137  Lenin Sarani  Dharamtala StreetKolkata  NA  India,"033-22650101
"
WB218,Modern High School For Girls 78  Syed Amir Ali Avenue  Kolkata  NA  India,"033-22875326
"
WB219,Vidya Niketan Vivekananda Park Road  Bansdroni  P.o. Regent ParkKolkata  NA  India,"033-24100300
"
WB220,Sunrise School Deokota Tol  P.O. JaigaonJalpaiguri  Jalpaiguri  India,"03566-263309
"
WB221,Sunshine School Birpara  Birpara  Alipurduar  India,"07584071565
"
